Gene_name_canonical,consensus graph-based annotation (this study),Leiden cluster label (this study),Ground truth (ML6.0),"Itzhak et al. 2016, compartment","Itzhak et al. 2016, global"
HSPA1A,cytosol,22,,,
HSPA8 (V9HW22),cytosol,22,,Endosome,Broad distribution
IKBKG (A0A087X1B1),cytosol,22,,,Mostly Cytosolic
ISYNA1,cytosol,22,,,
KBTBD6,cytosol,22,,,Mostly Cytosolic
KPNA3,cytosol,22,,Large Protein Complex,Broad distribution
MED12,nucleus,22,,,Mostly Nuclear
MLF2,cytosol,22,,Large Protein Complex,Nuclear and Cytosolic
NCDN (Q9UBB6),cytosol,22,,Large Protein Complex,Mostly Cytosolic
NCOA2,cytosol,22,,,Mostly Cytosolic
NR3C1,cytosol,22,,Large Protein Complex,Mostly Cytosolic
NUDCD3,cytosol,22,,,Mostly Cytosolic
PANK4,cytosol,22,,,Mostly Cytosolic
PFAS,cytosol,22,,Large Protein Complex,Mostly Cytosolic
PFDN5,cytosol,22,,Large Protein Complex,Mostly Cytosolic
PHKA1,cytosol,22,,Mitochondrion,Organellar and Cytosolic
POLE4,cytosol,22,,,Mostly Cytosolic
POLR3A,cytosol,22,,Large Protein Complex,Mostly Cytosolic
POLR3B,cytosol,22,,Large Protein Complex,Nuclear and Cytosolic
POLR3K,cytosol,22,,,Mostly Cytosolic
PPP5C,cytosol,22,,Large Protein Complex,Mostly Cytosolic
PRR14L,cytosol,22,,,Organellar and Cytosolic
PTGES3,cytosol,22,,Large Protein Complex,Mostly Cytosolic
PYGL,cytosol,22,,Large Protein Complex,Mostly Cytosolic
RADX,cytosol,22,,,
RELCH,cytosol,22,,,Mostly Cytosolic
RPAP1,cytosol,22,,,Mostly Cytosolic
RUVBL1,cytosol,22,,Large Protein Complex,Nuclear and Cytosolic
RUVBL2,cytosol,22,,Large Protein Complex,Nuclear and Cytosolic
SPAG1,cytosol,22,,Plasma membrane,Organellar and Cytosolic
STIP1,cytosol,22,,Large Protein Complex,Mostly Cytosolic
SUGT1 (Q9Y2Z0),cytosol,22,,Large Protein Complex,Mostly Cytosolic
TAF1C,nucleus,22,,,Broad distribution
TANGO6,cytosol,22,,Large Protein Complex,Mostly Cytosolic
TBCD,cytosol,22,,Large Protein Complex,Mostly Cytosolic
TELO2,cytosol,22,,Large Protein Complex,Organellar and Cytosolic
TOMM34,cytosol,22,,Large Protein Complex,Broad distribution
TTC4,cytosol,22,,Endosome,Mostly Cytosolic
TTC9C,cytosol,22,,,Mostly Cytosolic
TTI1,cytosol,22,,Large Protein Complex,Organellar and Cytosolic
TTI2,cytosol,22,,Large Protein Complex,Organellar and Cytosolic
URGCP,cytosol,22,,,Mostly Cytosolic
USP11,cytosol,22,,,Mostly Cytosolic
WDR19,cytosol,22,,Large Protein Complex,Organellar and Cytosolic
ZGRF1,cytosol,22,,,
ABCC4,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
ABHD17B,plasma_membrane,23,,Endosome,Mostly Organellar
ADIPOR1,plasma_membrane,23,,,Mostly Organellar
ATP11C,plasma_membrane,23,,Plasma membrane,Mostly Organellar
B2R7R4[p];A8K973[p],plasma_membrane,23,,,
BASP1,plasma_membrane,23,,Plasma membrane,Organellar and Cytosolic
BCL2L12,plasma_membrane,23,,Plasma membrane,Mostly Organellar
CCNYL1,plasma_membrane,23,,Plasma membrane,Mostly Organellar
CD276,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
CD46 (R4GN18),plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
CD99L2,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
CERK,recycling_endosome,23,,,
CXADR,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
DNAJC5,plasma_membrane,23,,ER_high_curvature,Mostly Organellar
DSC2,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
EPHA2,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
FYN,plasma_membrane,23,,Plasma membrane,Mostly Organellar
GJA1,plasma_membrane,23,,,
GNA11,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
GNA13,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
GNAI1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
GNAQ,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
GOLGA7,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
GPRIN1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
HRAS,plasma_membrane,23,,Plasma membrane,Mostly Organellar
IFNGR1,plasma_membrane,23,,ER,Mostly Organellar
ITGAV,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
JAK1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
JAM3,plasma_membrane,23,,,
KIDINS220 (Q9ULH0),plasma_membrane,23,,Plasma membrane,Mostly Organellar
LRRC8A,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
LRRC8C,plasma_membrane,23,,,
LSR,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
LYN (P07948),plasma_membrane,23,,Plasma membrane,Mostly Organellar
NCAM1,plasma_membrane,23,,,
NECTIN3,plasma_membrane,23,,,
NHERF1,plasma_membrane,23,plasma membrane,Plasma membrane,Broad distribution
NUMB,plasma_membrane,23,,Plasma membrane,Mostly Organellar
OCLN,plasma_membrane,23,,,
PCNX3,plasma_membrane,23,,,Mostly Organellar
PKP2,plasma_membrane,23,,Plasma membrane,Mostly Organellar
PKP4,plasma_membrane,23,,Golgi,Mostly Organellar
PLEKHA1,plasma_membrane,23,,Endosome,Organellar and Cytosolic
PLSCR1,plasma_membrane,23,,,Mostly Organellar
PTGFRN (Q9P2B2),plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
PVR,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
RAP2B,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
RP2,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
RRAS,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
RRAS2,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SDK2,plasma_membrane,23,,,
SLC19A1,plasma_membrane,23,,Plasma membrane,Mostly Organellar
SLC1A3,plasma_membrane,23,,Plasma membrane,Mostly Organellar
SLC26A2,plasma_membrane,23,,Plasma membrane,Mostly Organellar
SLC2A1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SLC30A1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SLC38A1,plasma_membrane,23,,Ergic/cisGolgi,Mostly Organellar
SLC39A10,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SLC39A6,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SLC4A7 (H7C3C4),plasma_membrane,23,,Plasma membrane,Mostly Organellar
SLC5A6,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SLC7A2,plasma_membrane,23,,Plasma membrane,Mostly Organellar
SLC7A3,plasma_membrane,23,,,
SLC7A6,plasma_membrane,23,,,Mostly Organellar
SNAP23,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
SPECC1,plasma_membrane,23,,Actin binding proteins,Mostly Organellar
STX2,plasma_membrane,23,,Plasma membrane,Mostly Organellar
STX3,recycling_endosome,23,plasma membrane,Plasma membrane,Mostly Organellar
STXBP1,plasma_membrane,23,,Large Protein Complex,Organellar and Cytosolic
SVIP,plasma_membrane,23,,,
UNC5B,plasma_membrane,23,,Plasma membrane,Organellar and Cytosolic
VANGL1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
WDR48,plasma_membrane,23,,Large Protein Complex,Broad distribution
XPR1,plasma_membrane,23,,Plasma membrane,Mostly Organellar
YES1,plasma_membrane,23,plasma membrane,Plasma membrane,Mostly Organellar
ZDHHC20,plasma_membrane,23,,Plasma membrane,Mostly Organellar
ARCN1,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
ARF4,ERGIC,24,,Endosome,Broad distribution
ARF5,Golgi,24,,Large Protein Complex,Organellar and Cytosolic
ARFGAP1,trans-Golgi,24,,Large Protein Complex,Organellar and Cytosolic
ARL6IP6,ER,24,,,Mostly Nuclear
B4DSQ5[p],ERGIC,24,,,
B4GALT7,Golgi,24,,,Mostly Organellar
BANF1,ER,24,,Plasma membrane,Broad distribution
BET1,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
CALU (B3KNG6),ER,24,ER,ER,Mostly Organellar
CALU (O43852),ER,24,ER,ER,Mostly Organellar
CHST12,ER,24,,,Organellar and Cytosolic
CNPY2 (Q9Y2B0),ER,24,ER,ER,Mostly Organellar
COPA,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
COPB1,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
COPB2,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
COPE,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
COPG1,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
COPG2,ERGIC,24,ERGIC,Large Protein Complex,Organellar and Cytosolic
COPZ1,ERGIC,24,ERGIC,Large Protein Complex,Broad distribution
CTDNEP1,ER,24,,ER,Mostly Organellar
DESI2,ERGIC,24,,ER_high_curvature,Organellar and Cytosolic
EGFL7,ERGIC,24,,Endosome,Mostly Organellar
ERGIC1,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
ERGIC2,Golgi,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
ERGIC3,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
ERP44,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
GNPTG,Golgi,24,,Plasma membrane,Mostly Organellar
GOLT1B,Golgi,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
GPR180,ER,24,,Ergic/cisGolgi,Mostly Organellar
GPR89B,ERGIC,24,,,
IER3IP1,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
LDAH,ER,24,,Golgi,Organellar and Cytosolic
LMAN1,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
LMAN2,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
LMAN2L,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
LYSMD3,ERGIC,24,,,Mostly Organellar
MCFD2,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
METTL9,ERGIC,24,,Plasma membrane,Mostly Organellar
MTMR4,ERGIC,24,,,
PIGG,ERGIC,24,,ER_high_curvature,Mostly Organellar
PIGN,ER,24,,,Organellar and Cytosolic
RAB18,ERGIC,24,,ER_high_curvature,Organellar and Cytosolic
RAB3B,ERGIC,24,,,
RAB3GAP1,ERGIC,24,,Large Protein Complex,Mostly Cytosolic
RAB3GAP2,ERGIC,24,,Large Protein Complex,Mostly Cytosolic
RABL3,ERGIC,24,,ER_high_curvature,Mostly Organellar
RER1,ERGIC,24,,Ergic/cisGolgi,Mostly Organellar
RHBDD1,ER,24,,,Mostly Organellar
SAR1A,ERGIC,24,,Golgi,Mostly Cytosolic
SAR1B,ERGIC,24,,,Mostly Cytosolic
SCAP,ERGIC,24,,ER,Mostly Organellar
SCFD1,ERGIC,24,,ER_high_curvature,Mostly Organellar
SEC13,ER,24,,Large Protein Complex,Organellar and Cytosolic
SEC22B (I1VE18),ERGIC,24,,ER_high_curvature,Mostly Organellar
SEC22B (O75396),ERGIC,24,,ER_high_curvature,Mostly Organellar
SEC24A,ERGIC,24,ERGIC,Large Protein Complex,Organellar and Cytosolic
SEC24D,ERGIC,24,ERGIC,Large Protein Complex,Organellar and Cytosolic
SELENOI,ER,24,,,
SLC39A11,ERGIC,24,,Endosome,Organellar and Cytosolic
SREBF2,ERGIC,24,,ER,Mostly Organellar
STX5,Golgi,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
TACC1,Golgi,24,,Endosome,Organellar and Cytosolic
TMED1,ERGIC,24,,Ergic/cisGolgi,Mostly Organellar
TMED10,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
TMED2,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
TMED4,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
TMED5,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
TMED9,ERGIC,24,ERGIC,Ergic/cisGolgi,Mostly Organellar
TMEM205,ER,24,ER,ER,Mostly Organellar
TRIM27,ERGIC,24,,Large Protein Complex,Broad distribution
TRIM4,ERGIC,24,,Large Protein Complex,Organellar and Cytosolic
YIF1A,Golgi,24,,Ergic/cisGolgi,Mostly Organellar
YIF1B,ERGIC,24,,Ergic/cisGolgi,Mostly Organellar
YIPF5,ERGIC,24,,Ergic/cisGolgi,Mostly Organellar
AAK1 (A0A096LP25),plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
ABL1,plasma_membrane,25,,Large Protein Complex,Broad distribution
ARHGAP35,plasma_membrane,25,,Large Protein Complex,Broad distribution
ARHGEF7,plasma_membrane,25,,Large Protein Complex,Mostly Cytosolic
ASAP1,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
B3KXG0[p],plasma_membrane,25,,,
B7Z481[p],cytosol,25,,,
BIN1,plasma_membrane,25,,Large Protein Complex,Nuclear and Cytosolic
C12orf57,cytosol,25,,Large Protein Complex,Broad distribution
CAMK2D,actin_cytoskeleton,25,,Large Protein Complex,Organellar and Cytosolic
CAMK2G,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
CAPN5,plasma_membrane,25,,,
CASKIN2,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
CC2D1B (Q5T0F9),cytosol,25,,,Broad distribution
CCDC71,nucleus,25,,,Mostly Nuclear
CCDC85C,plasma_membrane,25,,Endosome,Organellar and Cytosolic
CHTF18,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
CORO1A,plasma_membrane,25,,,
CYTH1,plasma_membrane,25,,,Nuclear and Cytosolic
DDAH2,plasma_membrane,25,,Plasma membrane,Mostly Cytosolic
DLG5,plasma_membrane,25,,Large Protein Complex,Mostly Organellar
DOCK1,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
DOCK4,plasma_membrane,25,,,
DOCK9,plasma_membrane,25,,Large Protein Complex,Mostly Organellar
DPYSL5,cytosol,25,,,
EHBP1L1,plasma_membrane,25,,Golgi,Organellar and Cytosolic
FAM171A1,plasma_membrane,25,,,
FLNC,plasma_membrane,25,,,Organellar and Cytosolic
FNBP1L,plasma_membrane,25,,Large Protein Complex,Broad distribution
GIT1,plasma_membrane,25,,Large Protein Complex,Mostly Cytosolic
GIT2,plasma_membrane,25,,Large Protein Complex,Mostly Cytosolic
GMEB2,plasma_membrane,25,,,Mostly Nuclear
GSK3A,plasma_membrane,25,,Large Protein Complex,Broad distribution
HSPA12A,actin_cytoskeleton,25,,Actin binding proteins,Nuclear and Cytosolic
IFT140,cytosol,25,,Large Protein Complex,Organellar and Cytosolic
KLHL7,plasma_membrane,25,,Large Protein Complex,Mostly Nuclear
LZTR1,plasma_membrane,25,,,Broad distribution
M0R2C6[p];B4DXB9[p],plasma_membrane,25,,,
MACF1 (E9PLY5),plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
MAGI3,plasma_membrane,25,,,
MINDY2,plasma_membrane,25,,,Organellar and Cytosolic
MTM1,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
MTMR12,plasma_membrane,25,,Large Protein Complex,Broad distribution
MYO10,plasma_membrane,25,,Plasma membrane,Organellar and Cytosolic
MYO5C,plasma_membrane,25,,Large Protein Complex,Broad distribution
NECAP1,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
PALD1,cytosol,25,,,
PDE8A,plasma_membrane,25,,,Broad distribution
PDLIM5,cytosol,25,,Large Protein Complex,Broad distribution
PHLDB1,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
PIP5K1C,plasma_membrane,25,,,Mostly Organellar
PLCL2,plasma_membrane,25,,Large Protein Complex,Broad distribution
POLD1,cytosol,25,,Large Protein Complex,Nuclear and Cytosolic
POLE,cytosol,25,,Ergic/cisGolgi,Broad distribution
POLE2,plasma_membrane,25,,,Nuclear and Cytosolic
PPP1R12C,plasma_membrane,25,,Large Protein Complex,Mostly Organellar
PPP1R13B,plasma_membrane,25,,Mitochondrion,Mostly Organellar
PPP2R5A,cytosol,25,,Large Protein Complex,Mostly Cytosolic
RAPH1,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
RASA2,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
RASA3,plasma_membrane,25,,Plasma membrane,Mostly Organellar
SH3BP4,plasma_membrane,25,plasma membrane,Plasma membrane,Mostly Organellar
SNAP91,plasma_membrane,25,,,
SNTA1,plasma_membrane,25,,,Mostly Cytosolic
SORBS1,plasma_membrane,25,,,Broad distribution
TLN2,plasma_membrane,25,,Golgi,Organellar and Cytosolic
TRAF4,plasma_membrane,25,,Large Protein Complex,Mostly Organellar
TRAF7,plasma_membrane,25,,Plasma membrane,Broad distribution
TRIP10,plasma_membrane,25,,Large Protein Complex,Broad distribution
TTC21B,plasma_membrane,25,,Large Protein Complex,Mostly Organellar
VIPAS39,cytosol,25,,Endosome,Mostly Cytosolic
VPS37B,plasma_membrane,25,,Large Protein Complex,Organellar and Cytosolic
VPS37C,plasma_membrane,25,,,Organellar and Cytosolic
AAAS,ER,26,,ER,Mostly Organellar
AGPAT2,ER,26,ER,ER,Mostly Organellar
ALDH3A2,ER,26,ER,ER,Mostly Organellar
ALG1,ER,26,ER,ER,Mostly Organellar
ANKLE2,ER,26,ER,ER,Mostly Organellar
ARHGEF18,ER,26,,Large Protein Complex,Organellar and Cytosolic
ARV1,ER,26,,ER,Mostly Organellar
ATL3,ER,26,,ER_high_curvature,Mostly Organellar
ATP13A1,ER,26,ER,ER,Mostly Organellar
BRI3BP,ER,26,ER,ER,Mostly Organellar
CDK5RAP3,ER,26,ER,ER,Mostly Organellar
CDKAL1,ER,26,ER,ER,Mostly Organellar
CDS2,ER,26,,ER,Mostly Organellar
CLPTM1,ER,26,ER,ER,Mostly Organellar
CRELD2,ER,26,ER,ER,Mostly Organellar
DCAKD,ER,26,,ER,Mostly Organellar
DDRGK1,ER,26,ER,ER,Mostly Organellar
DKFZp686M0619,ER,26,,,
DNAJB12,ER,26,ER,ER,Mostly Organellar
DNAJC1,ER,26,ER,ER,Mostly Organellar
EBP,ER,26,ER,ER,Mostly Organellar
ELMOD2,ER,26,,ER,Mostly Organellar
EMC8,ER,26,,ER,Mostly Organellar
ERLIN1,ER,26,ER,ER,Mostly Organellar
ERMP1,ER,26,ER,ER,Mostly Organellar
ESYT2,ER,26,,Plasma membrane,Mostly Organellar
FAM241A,ER,26,,,Organellar and Cytosolic
FDFT1,ER,26,ER,ER,Mostly Organellar
FNDC3A,ER,26,ER,ER,Mostly Organellar
HERC2,ER,26,,Endosome,Organellar and Cytosolic
HERPUD1,ER,26,,ER,Mostly Organellar
HLA-C (A0A6B7FWY1),ER,26,,Plasma membrane,Mostly Organellar
HMOX1,ER,26,ER,ER,Mostly Organellar
LCLAT1,ER,26,ER,ER,Mostly Organellar
LMF2,ER,26,ER,ER,Mostly Organellar
LNPK,ER,26,ER,ER,Mostly Organellar
LPCAT2,ER,26,ER,ER,Mostly Organellar
LSS,ER,26,ER,ER,Mostly Organellar
MANF,ER,26,ER,ER,Mostly Organellar
MIA2,ER,26,,ER,Mostly Organellar
MIA3,ER,26,,ER,Mostly Organellar
NFXL1,ER,26,ER,ER,Mostly Organellar
NUS1,ER,26,,ER,Mostly Organellar
OSBPL8 (A0A024RBB8),ER,26,ER,ER,Mostly Organellar
P3H1,ER,26,ER,ER,Mostly Organellar
POR,ER,26,ER,ER,Mostly Organellar
PRDX4,ER,26,ER,ER,Organellar and Cytosolic
RETREG3,ER,26,,ER_high_curvature,Mostly Organellar
RNF5,ER,26,,ER,Mostly Organellar
SCD,ER,26,ER,ER,Mostly Organellar
SDF2L1,ER,26,ER,ER,Mostly Organellar
SEC62,ER,26,ER,ER,Mostly Organellar
SEC63,ER,26,ER,ER,Mostly Organellar
SELENOS,ER,26,,Endosome,Mostly Organellar
SGPP1,ER,26,ER,ER,Mostly Organellar
SLC27A4,ER,26,ER,ER,Mostly Organellar
SLC33A1,ER,26,ER,ER,Mostly Organellar
SOAT1,ER,26,ER,ER,Mostly Organellar
SPTLC2,ER,26,ER,ER,Mostly Organellar
SRPRA,ER,26,ER,ER,Mostly Organellar
STIM1,ER,26,ER,ER,Mostly Organellar
STT3B,ER,26,ER,ER,Mostly Organellar
STX18,ER,26,ER,ER,Mostly Organellar
TEX264,ER,26,ER,ER,Mostly Organellar
TMCO1,ER,26,ER,ER,Mostly Organellar
TMEM109,ER,26,ER,ER,Mostly Organellar
TMEM199,ER,26,ER,ER,Mostly Organellar
TMEM214,ER,26,ER,ER,Mostly Organellar
TMUB1,ER,26,,ER,Mostly Organellar
TP53I11,ER,26,,,
UBE2G2,ER,26,ER,ER,Mostly Organellar
UNC93B1,ER,26,,ER,Mostly Organellar
WFS1,ER,26,ER,ER,Mostly Organellar
AASS,mitochondrion,27,,,
ABCB10,mitochondrion,27,,Mitochondrion,Mostly Organellar
ACADVL,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
ACOT2,mitochondrion,27,,,
ACOT9,mitochondrion,27,,Mitochondrion,Mostly Organellar
ALDH6A1,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
APOOL,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
ARMC10,mitochondrion,27,,Mitochondrion,Mostly Organellar
ARMCX3,mitochondrion,27,,,
BCKDHA,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
BPHL,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
CHDH,mitochondrion,27,,,Mostly Organellar
COA1,mitochondrion,27,,Mitochondrion,Mostly Organellar
COX15,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
CPT2,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
DDX28,mitochondrion,27,,Mitochondrion,Mostly Organellar
DHTKD1,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
EARS2,mitochondrion,27,,Mitochondrion,Mostly Organellar
EXD2 (Q9NVH0),mitochondrion,27,,Mitochondrion,Mostly Organellar
FAM136A,mitochondrion,27,,Mitochondrion,Organellar and Cytosolic
FASTKD2,mitochondrion,27,,Mitochondrion,Mostly Organellar
FDX1,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
FDXR,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
GATB,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
GCDH,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
GDAP1,mitochondrion,27,,Mitochondrion,Mostly Organellar
GK,mitochondrion,27,,Mitochondrion,Organellar and Cytosolic
GLDC,mitochondrion,27,mitochondria,,
HSCB,mitochondrion,27,,Mitochondrion,Mostly Organellar
ISCU,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
IVD,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
L2HGDH,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
LYRM2,mitochondrion,27,,,Mostly Organellar
MACROD1,mitochondrion,27,,Mitochondrion,Mostly Organellar
MCAT,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
METTL15,mitochondrion,27,,Mitochondrion,Mostly Organellar
MFN1,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
MFN2,mitochondrion,27,,Mitochondrion,Mostly Organellar
MGME1,mitochondrion,27,,Mitochondrion,Mostly Organellar
MIPEP,mitochondrion,27,mitochondria,Mitochondrion,Mostly Organellar
MMUT (A0A2S1PH20),mitochondrion,27,,Mitochondrion,Mostly Organellar
