MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1932535	Glis2	GLIS family zinc finger 2	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:106676 MGI:106679 MGI:106683 MGI:1932535 O60481 P36508 PTN001803442 Q14872 S000002553 S000003592 S000004121 SPAC6G10.12c 	J:161428 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:172157 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:173035 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:88430 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription factor activity			IDA		J:88430 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2386723 MGI:2444289 MGI:95727 MGI:95728 PTN000456649 	J:161428 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:173035 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:88430 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:173035 	
MGI:3780549	Gm2381	predicted gene 2381	7		DNA-binding transcription factor activity			IBA	MGI:1920441 MGI:2682609 P07247 P56270 PTN002811104 Q66K89 Q9BU19 S000005639 	J:161428 	
MGI:3781781	Gm3604	predicted gene 3604	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3781781	Gm3604	predicted gene 3604	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P35789 	J:164563 	
MGI:3644409	Gm4767	predicted gene 4767	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3643133	Gm4924	predicted gene 4924	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:3779466	Gm5141	predicted gene 5141	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3643456	Gm6871	predicted gene 6871	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3648314	Gm7072	predicted gene 7072	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3642803	Gm10033	predicted gene 10033	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:3642046	Gm10770	predicted gene 10770	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:3651534	Gm12258	predicted gene 12258	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3709624	Gm14295	predicted gene 14295	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:1916160 PTN002393781 	J:161428 	
MGI:3652185	Gm14322	predicted gene 14322	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:3702875	Gm14325	predicted gene 14325	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:3709324	Gm14391	predicted gene 14391	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:3650082	Gm14399	predicted gene 14399	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3650082	Gm14399	predicted gene 14399	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P35789 	J:164563 	
MGI:3650075	Gm14401	predicted gene 14401	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 Q14119 	J:161428 	
MGI:3649813	Gm14403	predicted gene 14403	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1338823 MGI:2442943 MGI:99159 O14978 O95125 P17028 PTN002354498 Q16600 Q9BRR0 Q9Y5A6 	J:161428 	
MGI:3652251	Gm14412	predicted gene 14412	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:1916160 PTN002393781 	J:161428 	
MGI:3652251	Gm14412	predicted gene 14412	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P35789 	J:164563 	
MGI:3702408	Gm14418	predicted gene 14418	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:3702417	Gm14434	predicted gene 14434	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:1917923 MGI:95457 PTN002811836 SPAC4G8.13c 	J:161428 	
MGI:3652324	Gm14443	predicted gene 14443	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1338823 MGI:2442943 MGI:99159 O14978 O95125 P17028 PTN002354498 Q16600 Q9BRR0 Q9Y5A6 	J:161428 	
MGI:3652324	Gm14443	predicted gene 14443	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P35789 	J:164563 	
MGI:3652325	Gm14444	predicted gene 14444	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 Q14119 	J:161428 	
MGI:3709333	Gm15446	predicted gene 15446	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:4937894	Gm17067	predicted gene 17067	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:107187 MGI:1195345 MGI:1278332 MGI:1929213 P41182 PTN002393396 Q8N680 Q9Y2Y4 	J:161428 	
MGI:4937289	Gm17655	predicted gene, 17655	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1338823 MGI:2442943 MGI:99159 O14978 O95125 P17028 PTN002354498 Q16600 Q9BRR0 Q9Y5A6 	J:161428 	
MGI:5012150	Gm19965	predicted gene, 19965	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P28698 PTN002810793 Q03923 Q9H116 	J:161428 	
MGI:5579812	Gm29106	predicted gene 29106	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:1916160 PTN002393781 	J:161428 	
MGI:5591846	Gm32687	predicted gene, 32687	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1096393 MGI:1353563 MGI:1859823 MGI:2681865 MGI:98330 O43623 O95863 P52747 PTN002810938 Q6DJT9 Q9BWW7 Q9P1Z0 Q9Y2X9 	J:161428 	
MGI:5591846	Gm32687	predicted gene, 32687	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P35789 	J:164563 	
MGI:5594474	Gm35315	predicted gene, 35315	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1338823 MGI:2442943 MGI:99159 O14978 O95125 P17028 PTN002354498 Q16600 Q9BRR0 Q9Y5A6 	J:161428 	
MGI:5804986	Gm45871	predicted gene 45871	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104786 PTN002810224 RGD:708346 	J:161428 	
MGI:5804986	Gm45871	predicted gene 45871	18		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P35789 	J:164563 	
MGI:6121568	Gm49359	predicted gene, 49359	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1338823 MGI:2442943 MGI:99159 O14978 O95125 P17028 PTN002354498 Q16600 Q9BRR0 Q9Y5A6 	J:161428 	
MGI:2135604	Gmeb1	glucocorticoid modulatory element binding protein 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:69173 	
MGI:2135604	Gmeb1	glucocorticoid modulatory element binding protein 1	4		DNA-binding transcription factor activity			IDA		J:69173 	
MGI:2652836	Gmeb2	glucocorticoid modulatory element binding protein 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:620481 	J:155856 	
MGI:2652836	Gmeb2	glucocorticoid modulatory element binding protein 2	2		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:620481 	J:155856 	
MGI:1920524	Gpbp1	GC-rich promoter binding protein 1	13		DNA-binding transcription factor activity			IDA		J:86566 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		G protein-coupled estrogen receptor activity			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		G protein-coupled estrogen receptor activity			ISS	O08878 	J:342587 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		nuclear estrogen receptor activity			IBA	MGI:1924104 PTN008609838 Q99527 RGD:619845 	J:161428 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		nuclear estrogen receptor activity			IDA		J:201283 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		nuclear estrogen receptor activity			ISO	Q99527 	J:164563 	
MGI:2182540	Grhl1	grainyhead like transcription factor 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:98509 PTN000112980 Q6ISB3 Q8TE85 Q9NZI5 Q9NZI7 	J:161428 	
MGI:2182540	Grhl1	grainyhead like transcription factor 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9NZI5 	J:164563 	
MGI:2182540	Grhl1	grainyhead like transcription factor 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISS	Q9NZI5 	J:342587 	
MGI:2182540	Grhl1	grainyhead like transcription factor 1	12		DNA-binding transcription factor activity			ISA	Q8N133 	J:76635 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription activator activity			ISO	Q6ISB3 	J:164563 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:98509 PTN000112980 Q6ISB3 Q8TE85 Q9NZI5 Q9NZI7 	J:161428 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q6ISB3 	J:164563 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription activator activity, RNA polymerase II-specific			ISS	Q6ISB3 	J:342587 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription factor activity			IDA		J:167065 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription factor activity			IDA		J:198884 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription factor activity			IDA		J:217271 	
MGI:2182543	Grhl2	grainyhead like transcription factor 2	15		DNA-binding transcription factor activity			ISA	Q8K5C0 	J:76635 	
MGI:2655333	Grhl3	grainyhead like transcription factor 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:98509 PTN000112980 Q6ISB3 Q8TE85 Q9NZI5 Q9NZI7 	J:161428 	
MGI:2655333	Grhl3	grainyhead like transcription factor 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q8TE85 	J:164563 	
MGI:2655333	Grhl3	grainyhead like transcription factor 3	4		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Arhgef19		IDA		J:162624 	
MGI:95841	Gsc	goosecoid homeobox	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:95841 PTN002518843 	J:161428 	
MGI:95841	Gsc	goosecoid homeobox	12		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses NCBI_Gene:14836		IDA		J:45036 	
MGI:892006	Gsc2	goosecoid homebox 2	16		DNA-binding transcription factor activity			ISO	O15499 	J:73065 	
MGI:892006	Gsc2	goosecoid homebox 2	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:95841 PTN002518843 	J:161428 	
MGI:95842	Gsx1	GS homeobox 1	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:72881 	
MGI:95842	Gsx1	GS homeobox 1	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:72881 	
MGI:95842	Gsx1	GS homeobox 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1277163 MGI:1346018 MGI:95842 PTN001216730 	J:161428 	
MGI:95843	Gsx2	GS homeobox 2	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002934155 Q9BZM3 	J:161428 	
MGI:95843	Gsx2	GS homeobox 2	5		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q9BZM3 	J:164563 	
MGI:95843	Gsx2	GS homeobox 2	5		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	Q9BZM3 	J:342587 	
MGI:1202722	Gtf2i	general transcription factor II I	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000460070 P78347 	J:342605 	
MGI:1202722	Gtf2i	general transcription factor II I	5		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P78347 	J:164563 	
MGI:1202722	Gtf2i	general transcription factor II I	5		DNA-binding transcription factor activity			IBA	MGI:1861942 P78347 PTN002922767 Q9UHL9 	J:161428 	
MGI:1861942	Gtf2ird1	general transcription factor II I repeat domain-containing 1	5		DNA-binding transcription factor activity			IBA	MGI:1861942 P78347 PTN002922767 Q9UHL9 	J:161428 	
MGI:1861942	Gtf2ird1	general transcription factor II I repeat domain-containing 1	5		DNA-binding transcription factor activity			IDA		J:62856 	
MGI:1861942	Gtf2ird1	general transcription factor II I repeat domain-containing 1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000408477 Q9UHL9 	J:342605 	
MGI:1861942	Gtf2ird1	general transcription factor II I repeat domain-containing 1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UHL9 	J:164563 	
MGI:1921783	Gzf1	GDNF-inducible zinc finger protein 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:1917923 MGI:95457 PTN002811836 SPAC4G8.13c 	J:161428 	
MGI:1921783	Gzf1	GDNF-inducible zinc finger protein 1	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000338290 Q9H116 	J:342605 	
MGI:1921783	Gzf1	GDNF-inducible zinc finger protein 1	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9H116 	J:164563 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:94194 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IGI	P15806 	J:335660 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O96004 	J:164563 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000231121 O96004 	J:342605 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O96004 	J:164563 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:153345 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P61296 	J:164563 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		DNA-binding transcription factor activity	is a part of cardiac right ventricle morphogenesis,is a part of cardiac muscle cell differentiation		TAS		J:241318 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:621207 	J:155856 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	P61295 	J:342587 	
MGI:894659	Hbp1	high mobility group box transcription factor 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001036337 RGD:620444 	J:161428 	
MGI:894659	Hbp1	high mobility group box transcription factor 1	12		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	RGD:620444 	J:155856 	
MGI:1333784	Hdac5	histone deacetylase 5	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:158762 	
MGI:1194494	Hdgf	heparin binding growth factor	3		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	RGD:70961 	J:155856 	
MGI:2685226	Hdx	highly divergent homeobox	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:101893 MGI:101895 MGI:101897 MGI:102524 MGI:102525 MGI:97588 P14859 P28069 PTN000180816 Q01851 Q01860 Q12837 Q14863 Q15319 Q9UKI9 RGD:1359491 RGD:3367 RGD:61946 RGD:619767 RGD:619768 	J:161428 	
